2026-02-20 11:27:49,ping,georgebrown.ca,3,Success
2026-02-20 11:28:14,nslookup,githun.com,Not found,Failed
2026-02-20 11:29:03,nslookup,github.com,Not found,Failed
2026-02-20 11:31:02,ping,georgebrown.ca,4,Success
2026-02-20 11:31:13,nslookup,georgebrown.ca,Not found,Failed
